id,scheme_name,major_component_name,sub_component_name,activity_master_name,1 Full time Accountant
4273,Secondary Education,Gender & Equity,Special Projects for Equity,Project- Girls Empowerment (Secondary),Winter Football Coaching Camp(SC/ST )
4274,Elementary Education,Gender & Equity,Special Projects for Equity,Special Projects for Equity - Recurring,Beti Bachao Beti Padaho
4275,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Project JIGYASA
4276,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Project JIGYASA
4277,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - State Level,Project JIGYASA
4278,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Project JIGYASA
4279,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (NR) (Previous Year) (Classes VI -VIII),Building as learning Aid (BALA)
4280,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (NR) (Previous Year) (Classes VI -VIII),Fire safety in KGBV Hostels
4281,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (NR) (Previous Year) (Classes VI -VIII),Commercial washing machine
4282,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),Pre-Primary (Recurring),Assitant teachers for Balvatika
4284,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Dilapidated building
4285,Secondary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (IX - XII ),Training of Head masters
4286,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Outdoor Equipment under ECCE
4287,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),ECCE Kit
4288,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Science Centers
4289,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,Open Gym
4290,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Aghaaz Astrophysics Labs (an indigenous integrated initiative)
4291,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),IIT and NEET Coaching
4292,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),School Safety Equipment (CCTV)
4293,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),AI and Coding
4294,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Online Teaching Suport to Science Students of Sr. Secondary Level
4295,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Jaduii Pitara
4297,Elementary Education,Gender & Equity,Special Projects for Equity,Special Projects for Equity - Recurring,Self esteem and body confidence life skill initatives (training)
4298,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Library Improvement
4299,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,New Brass Band for Model School (Secondary and Sr. Secondary).
4300,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,New Pipe Band for Model School  (Secondary and Sr. Secondary).
4301,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,Musical instrument
4302,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,Smart TV
4303,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,Hard Disk
4305,Secondary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aaviskaar Abhiyan (Secondary),Establishment of OLABS
4307,Elementary Education,Monitoring of the Scheme,Monitoring Information System (MIS),Monitoring of the Scheme,Establishment of Management Operation Cell
4316,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Innovation in Teaching and Learning
4317,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Innovation in Teaching and Learning
4319,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,Atal Tinkering Labs & Robotics
4321,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Curosity Programme for KGBVs
4322,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Training for KRPs
4323,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (NR) (New) (Classes VI -VIII),Electricity/water charges
4325,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (Previous Year) (Upgradation till X),Physical / Self Defence Training
4327,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Nipunotsav
4328,Teacher Education,Teacher Education,Technology Support to TEIs,Technology Support to TEIs (NR),Hardware and software support
4329,Teacher Education,Teacher Education,Technology Support to TEIs,Technology Support to TEIs (NR),Furniture
4330,Teacher Education,Teacher Education,Technology Support to TEIs,Technology Support to TEIs (NR),Operating system and appliation software
4333,Elementary Education,Access & Retention,Strengthening of Existing Schools,Strengthening of Existing Schools (up to Highest Class VIII)  - NR,Head master room
4334,Elementary Education,Access & Retention,Strengthening of Existing Schools,Strengthening of Existing Schools (up to Highest Class VIII)  - NR,Refurbishing unused old buildings
4335,Elementary Education,Access & Retention,Strengthening of Existing Schools,Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Elementary)(NR),Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Elementary)(NR)
4336,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Secondary)(NR),Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Secondary)(NR)
4337,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Talent search on Art & Culture
4338,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,"Higher Secondary school ( Approved in SS, 2022-23)"
4339,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,"Higher Secondary school( Approved in SS, 2023-24"
4340,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,"Secondary school   Approved in SS, 2023-24"
4342,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Coding/Artifical Intelligence
4343,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Anemia Test and Treatment
4344,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Anemia Test and Treatment
4345,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Arun Kiran- a supplementary material to promote local Language
4347,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Water Purifier
4348,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Development of Tribal Language Book
4350,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Electrification in School
4351,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,SMART Classroom
4352,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Virtual Classroom  (Tele-Education)
4358,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,Digital Library
4359,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,Prayogshala
4360,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,Wi Fi solutions
4361,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,Atal Tinkering Labs & Robotics
4362,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),KRP Training
4363,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - State Level,Virtual Reality Lab
4364,Elementary Education,Access & Retention,Strengthening of Existing Schools,Strengthening of Existing Schools (up to Highest Class VIII)  - NR,Major Repair
4365,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Major Repair
4366,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),Strengthening of Physical Infrastructure for New Construction and Expansion of existing TEIs - NR,DIETs
4367,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),Strengthening of Physical Infrastructure for New Construction and Expansion of existing TEIs - NR,SCERT
4368,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Integrated Science & Math Lab
4369,Elementary Education,Access & Retention,Strengthening of Existing Schools,Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Elementary)(NR),Major Repair
4370,Elementary Education,Access & Retention,Strengthening of Existing Schools,Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Elementary)(NR),Boys Toilet
4371,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,Ed Tech Solutions
4372,Elementary Education,Access & Retention,Strengthening of Existing Schools,Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Elementary)(NR),Girls Toilet
4373,Elementary Education,Access & Retention,Strengthening of Existing Schools,Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Elementary)(NR),Electrification
4374,Elementary Education,Access & Retention,Strengthening of Existing Schools,Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Elementary)(NR),Boundary Wall
4375,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Secondary)(NR),Boundary Wall
4376,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Secondary)(NR),Boys Toilet
4377,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Secondary)(NR),Electrification
4378,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Secondary)(NR),Girls Toilet
4379,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Rejuvenation of Basic Infrastructure and Overall Clealiness of Govt. Schools (Secondary)(NR),Major Repair
